source;entry_type;document_type;title;authors;year;doi;url;abstract;keywords;journal;booktitle;publisher;pages
wos;;Proceedings Paper;DevOps Reference Architecture for Multi-Cloud IOT Applications;"Ghantous, GB; Gill, AQ";2018;10.1109/CBI.2018.00026;http://dx.doi.org/10.1109/CBI.2018.00026;There is a growing interest among organizations in adopting DevOps approach for IoT (Internet of Things) applications. However, the challenge is: how to apply DevOps when a multi-cloud heterogeneous environment is required for IoT application. This paper aims to addresses this important challenge and proposes a DevOps Reference Architecture (DRA) to deploy IoT-applications on multi-cloud. The proposed architecture is evaluated by the means of a case study, which involves deploying an IoT application on the chosen set of clouds. The results of this initial evaluation indicate that the proposed architecture would help practitioners and researchers to understand the usefulness and applicability of DevOps approach on multi-cloud platform for automating IoT application deployment.;"INTERNET; THINGS";2018 20TH IEEE INTERNATIONAL CONFERENCE ON BUSINESS INFORMATICS (IEEE CBI 2018), VOL 1;;;
wos;;Proceedings Paper;When IoT Meets DevOps: Fostering Business Opportunities;"Banica, L; Polychronidou, P; Radulescu, M; Stefan, C";2018;10.18502/kss.v3i10.3542;http://dx.doi.org/10.18502/kss.v3i10.3542;The Internet of Things (IoT) is the new digital revolution for the near-future society, the second after the creation of the Internet itself. The software industry is converging towards the large-scale deployment of IoT devices and services, and there's broad support from the business environment for this engineering vision. The Development and Operations (DevOps) project management methodology, with continuous delivery and integration, is the preferred approach for achieving and deploying applications to all levels of the IoT architecture. In this paper we also discuss the promising trend of associating devices with microservices, which are further encapsulated into functional packages called containers. Docker is considered the market leader in container-based service delivery, though other important software companies are promoting this concept as part of the technology solution for their IoT customers. In the experimental section we propose a three-layer IoT model, business-oriented, and distributed over multiple cloud environments, comprising the Physical, Fog/Edge, and Application layers.;;ECONOMIES OF THE BALKAN AND THE EASTERN EUROPEAN COUNTRIES IN THE CHANGING WORLD (EBEEC 2018);;;
wos;;Proceedings Paper;Understanding Automated Continuous Integration for Containerized Smart Energy IoT-Cloud Service;"Kim, C; Kim, S; Kim, J";2018;10.1007/978-981-10-7605-3_203;http://dx.doi.org/10.1007/978-981-10-7605-3_203;DevOps-based CI/ CD (Continuous Integration & Delivery) automation has become important in providing agile and economical services based on micro-services architecture (MSA). In this paper, by taking the example of containerized smart energy IoT-Cloud service, we explain continuous integration with associated testing features for MSA-based service realization.;;ADVANCES IN COMPUTER SCIENCE AND UBIQUITOUS COMPUTING;;;
wos;;Proceedings Paper;Application Development and Deployment for IoT Devices;"Ahmadighohandizi, F; Systä, K";2018;10.1007/978-3-319-72125-5_6;http://dx.doi.org/10.1007/978-3-319-72125-5_6;The current IoT systems are based on simple sensors that collect data to a cloud and actuators controlled by applications in the cloud. When the devices become more powerful they will eventually become programmable and host applications. In this paper we present an application framework, development tool and execution platform for such applications. The guiding principle in designing the workflow design has been Continuous Delivery (CD) and DevOps, and our paper also provides a comparison of DevOps in the cloud and DevOps for the IoT.;"INTERNET; THINGS";ADVANCES IN SERVICE-ORIENTED AND CLOUD COMPUTING (ESOCC 2016);;;
wos;;Article;Blockchain-based decentralized content trust for docker images;"Xu, QQ; Jin, C; Rasid, MFB; Veeravalli, B; Aung, KMM";2018;10.1007/s11042-017-5224-6;http://dx.doi.org/10.1007/s11042-017-5224-6;It is feasible to deploy Docker containers in IoT (Internet of Things) devices because their runtime overhead is almost zero. Default Docker installation does not verify an image authenticity. Authentication is vital for users to trust that the image is not malicious or tampered with. As Docker is currently a popular choice for developers, tightening its security is a priority for system administrators and DevOps engineers. Docker recently deployed Notary as a solution to verify authenticity of their images. Notary is a viable solution, but it has some potential threats. This paper specifically addresses its vulnerability towards Denial-of-Service (DoS) attacks, and propose a potential solution: blockchain-based Decentralized Docker Trust (DDT). The proposed solution involves decentralizing the trust via a blockchain. The solution greatly reduces the risk of DoS and at the same time provides a signature verification service for Docker images. We demonstrate the proposed blockchain-based solution's scalability and efficiency by conducting performance evaluation. At the same time, we also implemented a system prototype of Decentralized Docker Trust (DDT), and conducted performance evaluation for it on Amazon Web Services (AWS) across multiple data centers.;"FRAMEWORK; STORAGE; CLOUD";MULTIMEDIA TOOLS AND APPLICATIONS;;;
wos;;Proceedings Paper;Tutorial: Dynamic IoT Data, Protocol, and Middleware Interoperability with Resource Slice Concepts and Tools;Truong, HL;2018;10.1145/3277593.3277642;http://dx.doi.org/10.1145/3277593.3277642;Dealing with interoperability in the IoT domain is a complex matter that requires various techniques for tackling data, protocol and middleware interoperability. We cannot solve IoT interoperability problems by just developing (new) software components and (semantic) data models. In this tutorial, we will present interoperability techniques for complex IoT Cloud applications by leveraging dynamic solutions of provisioning and reconfiguring of IoT data processing pipelines, protocol bridges, IoT middleware and cloud services. First, the tutorial will examine cross-layered, cross-system interoperability issues and present a DevOps IoT Interoperability approach for defining metadata, selecting resources and software artifacts, and provisioning and connecting resources to create various potential solutions for IoT Cloud interoperability using resource slice concepts. Second, the tutorial will present techniques for dynamically provisioning data pipelines, middleware services, protocol adapters and custom solutions to address cross-layered, cross-system interoperability for IoT Cloud applications. Such solutions also allow dynamic reconfiguration of resources to add/remove interoperability support. We will present the concepts and techniques with hands-on examples using our research tools rsiHub and IoTCloudSamples.;;PROCEEDINGS OF THE 8TH INTERNATIONAL CONFERENCE ON THE INTERNET OF THINGS (IOT'18);;;
wos;;Proceedings Paper;Architecting Enterprise Applications for the Cloud: The Unicorn Universe Cloud Framework;"Beranek, M; Stastny, M; Kovar, V; Feuerlicht, G";2018;10.1007/978-3-319-91764-1_21;http://dx.doi.org/10.1007/978-3-319-91764-1_21;Recent IT advances that include extensive use of mobile and IoT devices and wide adoption of cloud computing are creating a situation where existing architectures and software development frameworks no longer fully support the requirements of modern enterprise application. Furthermore, the separation of software development and operations is no longer practicable in this environment characterized by fast delivery and automated release and deployment of applications. This rapidly evolving situation requires new frameworks that support the DevOps approach and facilitate continuous delivery of cloud-based applications using micro-services and container-based technologies allowing rapid incremental deployment of application components. It is also becoming clear that the management of large-scale container-based environments has its own challenges. In this paper, we first discuss the challenges that developers of enterprise applications face today and then describe the Unicorn cloud framework (uuCloud) designed to support the development and deployment of cloud-based applications that incorporate mobile and IoT devices. We use a doctor surgery reservation application Lekar case study to illustrate how uuCloud is used to implement a large-scale cloud-based application.;MICROSERVICES;SERVICE-ORIENTED COMPUTING - ICSOC 2017 WORKSHOPS;;;
wos;;Proceedings Paper;LOG plus plus Logging for a Cloud-Native World;Marron, M;2018;10.1145/3276945.3276952;http://dx.doi.org/10.1145/3276945.3276952;Logging is a fundamental part of the software development and deployment lifecycle but logging support is often provided as an afterthought via limited library APIs or third-party modules. Given the critical nature of logging in modern cloud, mobile, and IoT development workflows, the unique needs of the APIs involved, and the opportunities for optimization using semantic knowledge, we argue logging should be included as a central part of the language and runtime designs. This paper presents a rethinking of the logger for modern cloud-native workflows. Based on a set of design principles for modern logging we build a logging system, that supports near zero-cost for disabled log statements, low cost lazy-copying for enabled log statements, selective persistence of logging output, unified control of logging output across different libraries, and DevOps integration for use with modern cloud-based deployments. To evaluate these concepts we implemented the LOG++ logger for Node.js hosted JavaScript applications.;;DLS'18: PROCEEDINGS OF THE 14TH ACM SIGPLAN INTERNATIONAL SYMPOSIUM ON DYNAMIC LANGUAGES;;;
wos;;Proceedings Paper;Organizational Evolution - How Digital Disruption Enforces Organizational Agility;Jesse, N;2018;10.1016/j.ifacol.2018.11.310;http://dx.doi.org/10.1016/j.ifacol.2018.11.310;The success of almost any business depends on the promotion of digital excellence. Disruptive technologies like Hadoop, IoT, Blockchain or DevOps pose completely new challenges for business development. While there is no doubt about the need for keeping pace with the technical progress it is blurry how much this affects leadership and organizational agility. At least in Germany, many analysts record a gap between the engineering innovativeness and an inadequate digital leadership. It is evident, that digitization leads to new occupational profiles and a specific stress on the organizational fabric. Many companies experiment with start-up culture, entrepreneurial responsibility and more flexible team patterns, but a consistent approach for manager is still missing. In this preliminary discussion we address three dimensions to increase a company's agility in times of digital Darwinism: structural flexibility, software-driven occupational profiles and requirements for leadership. (C) 2018, IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd. All rights reserved.;;IFAC PAPERSONLINE;;;
wos;;Proceedings Paper;Exploration of Academic and Industrial Evidence about Architectural Tactics and Patterns in Microservices;"Osses, F; Márquez, G; Astudillo, H";2018;10.1145/3183440.3194958;http://dx.doi.org/10.1145/3183440.3194958;"Microservices are quickly becoming an outstanding architectural choice in the service-oriented software industry. This approach proposes to develop each application as a collection of small services, each running on its process and inter-communicating with lightweight mechanisms. Currently, there is still no clear perspective of emerging recurrent solutions (architectural patterns) or design decisions (architectural tactics) in microservices both in industry and academia. This article describes a systematic review of the academic and industrial literature on architectural patterns and tactics proposed for microservices. The study reported: 44 architectural patterns of microservices in academia and 80 in the industry; architectural tactics related to microservices dependent on other disciplines; and it was also found that most of architectural patterns and tactics are associated tofi ve quality attributes: scalability, flexibility, testability, performance, and elasticity. Added to that results, it was noticed that most microservices in the academic area are reported in evidence related to DevOps and IoT, but the industry is not interested in associating disciplines. Finally, a new proposal of microservices pattern taxonomy is suggested.";;PROCEEDINGS 2018 IEEE/ACM 40TH INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING - COMPANION (ICSE-COMPANION;;;
wos;;Proceedings Paper;A Cloud-Based Real-Time Weather Forecasting Application;"Beeharry, Y; Fowdur, TP; Sunglee, JA";2019;10.1109/telsiks46999.2019.9002327;http://dx.doi.org/10.1109/telsiks46999.2019.9002327;With the advent of Internet of Things (IoT) applications requiring massive streaming data collections, the need for new cloud databases has risen. This work focusses on the implementation of an end-to-end system from real-time data collection to real-time prediction. The storage system is implemented on the International Business Machines (IBM) cloud platform using the Cloudant NoSQL database service. The prediction algorithm is implemented in JAVA using the Devops Insights service together with a web interface and an android mobile application. The system demonstrates rapid real-time prediction when deployed on the IBM cloud platform as well as real-time storage capabilities.;;2019 14TH INTERNATIONAL CONFERENCE ON ADVANCED TECHNOLOGIES, SYSTEMS AND SERVICES IN TELECOMMUNICATIONS (TELSIKS 2019);;;
wos;;Proceedings Paper;ENACT: Development, Operation, and Quality Assurance of Trustworthy Smart IoT Systems;"Ferry, N; Solberg, A; Song, H; Lavirotte, S; Tigli, JY; Winter, T; Muntés-Mulero, V; Metzger, A; Velasco, ER; Aguirre, AC";2019;10.1007/978-3-030-06019-0_9;http://dx.doi.org/10.1007/978-3-030-06019-0_9;To unleash the full potential of IoT and flourishing innovations in application domains such as eHealth or smart city, it is critical to facilitate the creation and operation of trustworthy Smart IoT Systems (SIS). Since SIS typically operate in a changing and often unpredictable environment, the ability of these systems to continuously evolve and adapt to their new environment is decisive to ensure and increase their trustworthiness, quality and user experience. The DevOps movement advocates a set of software engineering best practices and tools, to ensure Quality of Service whilst continuously evolving complex systems. However, there is no complete DevOps support for trustworthy SIS today. In this paper we present a research roadmap to enable DevOps in such systems and introduce the ENACT DevOps concepts and Framework.;"INTERNET; CHALLENGES; SIMULATION; THINGS; MODEL";SOFTWARE ENGINEERING ASPECTS OF CONTINUOUS DEVELOPMENT AND NEW PARADIGMS OF SOFTWARE PRODUCTION AND DEPLOYMENT, DEVOPS 2018;;;
wos;;Article;Self-Service Cybersecurity Monitoring as Enabler for DevSecOps;"Díaz, J; Pérez, JE; Lopez-Peña, MA; Mena, GA; Yagüe, A";2019;10.1109/ACCESS.2019.2930000;http://dx.doi.org/10.1109/ACCESS.2019.2930000;Current IoT systems are highly distributed systems that integrate cloud, edge, and fog computing approaches depending on where intelligence and processing capabilities are allocated. This distribution and heterogeneity make development and deployment pipelines very complex and fragmented with multiple delivery endpoints above hardware. This fact prevents rapid development and makes the operation and monitoring of production systems a difficult and tedious task, including cybersecurity event monitoring. The DevSecOps can be defined as a cultural approach to improve and accelerate the delivery of business value by making dev/sec/ops teams' collaboration effective. This paper focuses on self-service cybersecurity monitoring as an enabler to introduce security practices in a DevOps environment. To that end, we have defined and formalized an activity that supports 'Fast and Continuous Feedback from Ops to Dev' by providing a flexible monitoring infrastructure so that teams can configure their monitoring and alerting services according to their criteria (you build, you run, and now you monitor) to obtain fast and continuous feedback from the operation and thus, better anticipate problems when a production deployment is performed. This activity has been formalized using the Software & Systems Process Engineering Metamodel by OMG and its instantiation is described through a case study that shows the versioned and repeatable configuration of a cybersecurity monitoring infrastructure (Monitoring as Code) through virtualization and containerization technology. This self-service monitoring/alerting allows breaking silos between dev, ops, and sec teams by opening access to key security metrics, which enables a sharing culture and continuous improvement.;"INTERNET; THINGS; INTEGRATION; CHALLENGES; IOT";IEEE ACCESS;;;
wos;;Proceedings Paper;Continuous Integration of Applications for ONOS;"Grossmann, M; Ioannidis, C";2019;10.1109/netsoft.2019.8806696;http://dx.doi.org/10.1109/netsoft.2019.8806696;Micro-services dominate tomorrows virtualized network infrastructures and are going to abolish monolithic software. Paradigms like fog computing and the Internet of Things require virtualized packages of software to be distributed all over the network to form a service chain that enhances the overall Quality of Service. Therefore, SDN controllers need to be extendable, flexible, updatable, and manageable, which necessitates automation in the controller's application development and deployment. Such novel agile service management up-rose due to the increasing demand of micro-service structures in data centers and nowadays falls into the scope of DevOps activities. In our paper, we build a sample application for ONOS and deploy it within a virtualized environment to different infrastructures. Additionally, we provide an evaluation of different Continuous Integration (CI) tools for building and deploying our ONOS controller application. Our investigation shows the applicability of current CI solutions regarding an automated build, test, and deploy chain for SDN controller applications.;;PROCEEDINGS OF THE 2019 IEEE CONFERENCE ON NETWORK SOFTWARIZATION (NETSOFT 2019);;;
wos;;Proceedings Paper;Towards Model-Based Continuous Deployment of Secure IoT Systems;"Ferry, N; Nguyen, PH";2019;10.1109/MODELS-C.2019.00093;http://dx.doi.org/10.1109/MODELS-C.2019.00093;Software development and delivery of IoT systems would greatly benefit from DevOps as their requirements for reliability, quality, security and privacy are paramount. The ability to continuously evolve these systems to adapt to their environment is decisive to ensure and increase their trustworthiness (including security and privacy) and quality. In particular, there is a need for supporting the continuous deployment of secure IoT systems over IoT, Edge, and Cloud infrastructures. However, our recent survey shows a lack of specific support for deploying security and privacy mechanisms as part of the system. This position paper reports on an on-going extension of the modelling language and models@runtime implementation of the Generation and Deployment of Smart IoT Systems (GENESIS) tool for supporting continuous deployment of IoT security and privacy mechanisms on the Edge. In particular, we present our early design of the extended version of GENESIS with the new concepts of port, security capability, and privacy capability.;;2019 ACM/IEEE 22ND INTERNATIONAL CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS COMPANION (MODELS-C 2019);;;
wos;;Proceedings Paper;NOVAAS: A Reference Implementation of Industrie4.0 Asset Administration Shell with best-of-breed practices from IT engineering;"Di Orio, G; Maló, P; Barata, J";2019;;;The fundamental role played by new technologies to enhance the manufacturing infrastructure, products and services is confirmed by the strategies, roadmaps and initiatives established by the developed countries such as EU-28, US, China and Japan. Putting the light on Europe, the key priorities for manufacturing are aligned with the Industry 4.0 strategy/program where the proliferation of cyber-physical systems (CPSs) and technologies like predictive data analytics, cloud and edge computing are creating the foundation for smart factory, i.e. the efficient and effective connection between products, processes and their related services. However, even if the smart factory vision is quite clear, in practice, it is still unclear how it can be implemented in a way to allow the transparent data exchange between all the layers of a manufacturing company, as well as, between the manufacturing company and the value chain partners. Within the German Industrie4.0 program, the Asset Administration Shell concept is defined to create a standardized digital representation of the asset while ensuring interoperability between all the applications within the manufacturing ecosystem. In this paper, an implementation of the asset administration shell is provided also called NOVAAS - based on the deep usage of internet technologies, languages and software engineering techniques and methods (such as DevOps, microservices, continuous integration, etc.). The main goal is to contribute towards a generic and extensible reference implementation of the concept.;THE-ART;45TH ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY (IECON 2019);;;
wos;;Proceedings Paper;Towards Automated Security Design Flaw Detection;"Sion, L; Tuma, K; Scandariato, R; Yskout, K; Joosen, W";2019;10.1109/ASEW.2019.00028;http://dx.doi.org/10.1109/ASEW.2019.00028;Efficiency of security-by-design has become an important goal for organizations implementing software engineering practices such as Agile, DevOps, and Continuous Integration. Software architectures are (often manually) analyzed at design time for potential security design flaws, based on natural language descriptions of security weaknesses (e.g., CWE, CAPEC). The use of natural language hinders the application of such knowledge bases in an automated fashion. In this paper, we analyze an existing catalog of 19 security design flaws in order to identify conceptual, technology-independent requirements on architectural models that enable automatically detecting these flaws. This constitutes the first step towards automated assessment of design-level security. Our findings are illustrated on an IoT-based smart home system.;;2019 34TH IEEE/ACM INTERNATIONAL CONFERENCE ON AUTOMATED SOFTWARE ENGINEERING WORKSHOPS (ASEW 2019);;;
wos;;Proceedings Paper;A Microservices Platform for Monitoring and Analysis of IoT Traffic Data in Smart Cities;"De Iasio, A; Furno, A; Goglia, L; Zimeo, E";2019;;;The Ongoing digitization of cities, enabled by the diffusion of interconnected sensors and devices, makes it possible to continuously collect and analyze huge streams of data at extremely large spatio-temporal scales and fine resolutions. These data can be used to monitor, detect and anticipate different kinds of infrastructure vulnerabilities and anomalies, as well as to implement more personalized services that could improve citizens' life. In this new context, full of opportunities, it is difficult to foresee and develop, in advance, the set of applications and services that can be potentially useful for administrators and citizens to solve the manifold compelling needs a city may have to face. Novel ICT paradigms and technologies can help designing agile, general-purpose smart city platforms aimed at supporting the collection and treatment of large-scale, multi-source (streams of) data and the development of novel applications that could fulfill diverse functional requirements under strict non-functional constraints. This paper presents the reference architecture, a prototype implementation and a city scale case-study evaluation of PROMENADE, a platform that exploits IoT/Fog/Cloud paradigms, microservices and DevOps infrastructures to guarantee continuous development of robust and reliable applications for real-time monitoring and analysis of traffic data generated by IoT devices in large smart cities. The prototype has been evaluated in a case study concerning the quasi real-time detection of road networks vulnerabilities via centrality measures from on-line traffic conditions, emulated from off-line real datasets available for the city of Lyon, France.;"TRANSPORTATION; ARCHITECTURE";2019 IEEE INTERNATIONAL CONFERENCE ON BIG DATA (BIG DATA);;;
wos;;Proceedings Paper;Smart Measurements and Analysis for Software Quality Enhancement;"Dahab, S; Maag, S; Mallouli, W; Cavalli, A";2019;10.1007/978-3-030-29157-0_9;http://dx.doi.org/10.1007/978-3-030-29157-0_9;Requests to improve the quality of software are increasing due to the competition in software industry and the complexity of software development integrating multiple technology domains (e.g., IoT, Big Data, Cloud, Artificial Intelligence, Security Technologies). Measurements collection and analysis is key activity to assess software quality during its development live-cycle. To optimize this activity, our main idea is to periodically select relevant measures to be executed (among a set of possible measures) and automatize their analysis by using a dedicated tool. The proposed solution is integrated in a whole PaaS platform called MEASURE. The tools supporting this activity are Software Metric Suggester tool that recommends metrics of interest according several software development constraints and based on artificial intelligence and MINT tool that correlates collected measurements and provides near real-time recommendations to software development stakeholders (i.e. DevOps team, project manager, human resources manager etc.) to improve the quality of the development process. To illustrate the efficiency of both tools, we created different scenarios on which both approaches are applied. Results show that both tools are complementary and can be used to improve the software development process and thus the final software quality.;;SOFTWARE TECHNOLOGIES, ICSOFT 2018;;;
