Export Source,entry_type,entry_key,author,title,year,isbn,publisher,url,doi,abstract,booktitle,pages,numpages,keywords,location,series,articleno,address,issue_date,volume,number,issn,journal
acm-20260429,inproceedings,10.1109/ICSE-C.2017.156,"Ferreira, Gabriel",Software certification in practice: how are standards being applied?,2017,9781538615898,IEEE Press,https://doi.org/10.1109/ICSE-C.2017.156,10.1109/ICSE-C.2017.156,"Certification schemes exist to regulate software systems and prevent them from being deployed before they are judged fit to use. However, practitioners are often unsatisfied with the efficiency of certification standards and processes. In this study, we analyzed two certification standards, Common Criteria and DO-178C, and collected insights from literature and from interviews with subject-matter experts to identify concepts affecting the efficiency of certification processes. Our results show that evaluation time, reusability of evaluation artifacts, and composition of systems and certified artifacts are barriers to achieve efficient certification.",Proceedings of the 39th International Conference on Software Engineering Companion,100–102,3,,"Buenos Aires, Argentina",ICSE-C '17,,,,,,,
acm-20260429,inproceedings,10.1109/ICSE-Companion52605.2021.00062,"Gartziandia, Aitor",Microservice-based performance problem detection in cyber-physical system software updates,2021,,IEEE Press,https://doi.org/10.1109/ICSE-Companion52605.2021.00062,10.1109/ICSE-Companion52605.2021.00062,"Software embedded in Cyber-Physical Systems (CPSs) usually has a large life-cycle and is continuously evolving. The increasing expansion of IoT and CPSs has highlighted the need for additional mechanisms for remote deployment and updating of this software, to ensure its correct behaviour. Performance problems require special attention, as they may appear in operation due to limitations in lab testing and environmental conditions.In this context, we propose a microservice-based method to detect performance problems in CPSs. These microservices will be deployed in installation to detect performance problems in run-time when new software versions are deployed. The problem detection is based on Machine Learning algorithms, which predict the performance of a new software release based on knowledge from previous releases. This permits taking corrective actions so that system reliability is guaranteed.",Proceedings of the 43rd International Conference on Software Engineering: Companion Proceedings,147–149,3,"performance bugs, microservices, machine learning, cyber-physical systems","Virtual Event, Spain",ICSE '21,,,,,,,
acm-20260429,inproceedings,10.1109/ICSE-NIER.2017.20,"Laukkarinen, Teemu and Kuusinen, Kati and Mikkonen, Tommi",DevOps in regulated software development: case medical devices,2017,9781538626757,IEEE Press,https://doi.org/10.1109/ICSE-NIER.2017.20,10.1109/ICSE-NIER.2017.20,"DevOps and continuous development are getting popular in the software industry. Adopting these modern approaches in regulatory environments, such as medical device software, is not straightforward because of the demand for regulatory compliance. While DevOps relies on continuous deployment and integration, regulated environments require strict audits and approvals before releases. Therefore, the use of modern development approaches in regulatory environments is rare, as is the research on the topic. However, as software is more and more predominant in medical devices, modern software development approaches become attractive. This paper discusses the fit of DevOps for regulated medical device software development. We examine two related standards, IEC 62304 and IEC 82304-1, for obstacles and benefits of using DevOps for medical device software development. We found these standards to set obstacles for continuous delivery and integration. Respectively, development tools can help fulfilling the requirements of traceability and documentation of these standards.",Proceedings of the 39th International Conference on Software Engineering: New Ideas and Emerging Results Track,15–18,4,"DevOps, agile development, medical software development standards, regulated software","Buenos Aires, Argentina",ICSE-NIER '17,,,,,,,
acm-20260429,inproceedings,10.1109/ICSE-NIER52604.2021.00028,"Vierhauser, Michael and Marah, Hussein and Garmendia, Antonio and Cleland-Huang, Jane and Wimmer, Manuel",Towards a model-integrated runtime monitoring infrastructure for cyber-physical systems,2021,9780738133249,IEEE Press,https://doi.org/10.1109/ICSE-NIER52604.2021.00028,10.1109/ICSE-NIER52604.2021.00028,"Runtime monitoring is essential for ensuring the safe operation and enabling self-adaptive behavior of Cyber-Physical Systems (CPS). It requires the creation of system monitors, instrumentation for data collection, and the definition of constraints. All of these aspects need to evolve to accommodate changes in the system. However, most existing approaches lack support for the automated generation and setup of monitors and constraints for diverse technologies and do not provide adequate support for evolving the monitoring infrastructure. Without this support, constraints and monitors can become stale and become less effective in long-running, rapidly changing CPS. In this ""new and emerging results"" paper we propose a novel framework for model-integrated runtime monitoring. We combine model-driven techniques and runtime monitoring to automatically generate large parts of the monitoring framework and to reduce the maintenance effort necessary when parts of the monitored system change. We build a prototype and evaluate our approach against a system for controlling the flights of unmanned aerial vehicles.",Proceedings of the 43rd International Conference on Software Engineering: New Ideas and Emerging Results,96–100,5,"cyber-physical systems, evolution, model-driven engineering, runtime monitoring","Virtual Event, Spain",ICSE-NIER '21,,,,,,,
acm-20260429,inproceedings,10.1109/ICSE-SEET.2019.00009,"Kuhrmann, Marco and Nakatumba-Nabende, Joyce and Pfeiffer, Rolf-Helge and Tell, Paolo and Kl\""{u}nder, Jil and Conte, Tayana and MacDonell, Stephen G. and Hebig, Regina",Walking through the method zoo: does higher education really meet software industry demands?,2019,,IEEE Press,https://doi.org/10.1109/ICSE-SEET.2019.00009,10.1109/ICSE-SEET.2019.00009,"Software engineering educators are continually challenged by rapidly evolving concepts, technologies, and industry demands. Due to the omnipresence of software in a digitalized society, higher education institutions (HEIs) have to educate the students such that they learn how to learn, and that they are equipped with a profound basic knowledge and with latest knowledge about modern software and system development. Since industry demands change constantly, HEIs are challenged in meeting such current and future demands in a timely manner. This paper analyzes the current state of practice in software engineering education. Specifically, we want to compare contemporary education with industrial practice to understand if frameworks, methods and practices for software and system development taught at HEIs reflect industrial practice. For this, we conducted an online survey and collected information about 67 software engineering courses. Our findings show that development approaches taught at HEIs quite closely reflect industrial practice. We also found that the choice of what process to teach is sometimes driven by the wish to make a course successful. Especially when this happens for project courses, it could be beneficial to put more emphasis on building learning sequences with other courses.",Proceedings of the 41st International Conference on Software Engineering: Software Engineering Education and Training,1–11,11,"education, hybrid methods, software development, software process, survey research","Montreal, Quebec, Canada",ICSE-SEET '19,,,,,,,
acm-20260429,inproceedings,10.1109/ICSE-SEET58685.2023.00037,"He, Hao and Zhou, Minghui and Wang, Qingye and Li, Jingyue",Open Source Software Onboarding as a University Course: An Experience Report,2023,9798350322590,IEEE Press,https://doi.org/10.1109/ICSE-SEET58685.2023.00037,10.1109/ICSE-SEET58685.2023.00037,"Without newcomers, open source software (OSS) projects are hardly sustainable. Yet, newcomers face a steep learning curve during OSS onboarding in which they must overcome a multitude of technical, social, and knowledge barriers. To ease the onboarding process, OSS communities are utilizing mentoring, task recommendation (e.g., ""good first issues""), and engagement programs (e.g., Google Summer of Code). However, newcomers must first cultivate their motivation for OSS contribution and learn the necessary preliminaries before they can take advantage of these mechanisms. We believe this gap can be filled by a dedicated, practice-oriented OSS onboarding course. In this paper, we present our experience of teaching an OSS onboarding course at Peking University. The course contains a series of lectures, labs, and invited talks to prepare students with the required skills and motivate them to contribute to OSS. In addition, students are required to complete a semester-long course project in which they plan and make actual contributions to OSS projects. They can either contribute to some recommended OSS projects with dedicated mentors, or contribute to any OSS project they prefer. Finally, 16 out of the 19 enrolled students have successfully contributed to OSS projects, and five have retained. However, the onboarding trajectories, final contributions, and retention outcomes differ vastly between the two groups of students with different course project choices, yielding lessons for software engineering education.",Proceedings of the 45th International Conference on Software Engineering: Software Engineering Education and Training,324–336,13,"open source software, open source onboarding, software engineering education","Melbourne, Australia",ICSE-SEET '23,,,,,,,
acm-20260429,inproceedings,10.1109/ICSE-SEIP.2019.00045,"Tsuda, Naohiko and Washizaki, Hironori and Honda, Kiyoshi and Nakai, Hidenori and Fukazawa, Yoshiaki and Azuma, Motoei and Komiyama, Toshihiro and Nakano, Tadashi and Suzuki, Hirotsugu and Morita, Sumie and Kojima, Katsue and Hando, Akiyoshi",WSQF: comprehensive software quality evaluation framework and benchmark based on SQuaRE,2019,,IEEE Press,https://doi.org/10.1109/ICSE-SEIP.2019.00045,10.1109/ICSE-SEIP.2019.00045,"Conventional quality evaluations of software concentrate on specific quality characteristics. Moreover, the measurement data are limited to specific products and organizations. Consequently, the present state of product quality and quality-in-use characteristics are not fully understood, preventing effective decision-making for software stakeholders. To alleviate this problem, ISO/IEC defined international standards called the SQuaRE (Systems and software Quality Requirements an Evaluation) series for comprehensive quality measurement and evaluation. However, these standards remain rather general and abstract, making them difficult to apply. In this paper, we establish a SQuaRE-based comprehensive software quality evaluation framework, Waseda Software Quality Framework (WSQF), which concretizes many product quality and quality-in-use measurement methods originally defined in the SQuaRE series. By applying the WSQF to 21 commercial ready-to-use software products, we revealed the status of software product quality. A resulted comprehensive benchmark includes trends of the quality measurement values, relationships among quality characteristics, relationship between quality-in-use and product quality, and relationship between the quality characteristics and product contexts within the limits of an application.",Proceedings of the 41st International Conference on Software Engineering: Software Engineering in Practice,312–321,10,"quality assurance, software quality management, square series","Montreal, Quebec, Canada",ICSE-SEIP '19,,,,,,,
acm-20260429,inproceedings,10.1109/ICSE-SEIP52600.2021.00009,"Lim, Geunsik and Ham, MyungJoo and Moon, Jijoong and Song, Wook",LightSys: lightweight and efficient CI system for improving integration speed of software,2021,9780738146690,IEEE Press,https://doi.org/10.1109/ICSE-SEIP52600.2021.00009,10.1109/ICSE-SEIP52600.2021.00009,"The complexity and size increase of software has extended the delay for developers as they wait for code analysis and code merge. With the larger and more complex software, more developers nowadays are developing software with large source code repositories. The tendency for software platforms to immediately update software packages with feature updates and bug-fixes is a significant obstacle. Continuous integration systems may help prevent software flaws during the active development of software packages, even when they are deployed and updated frequently. Herein, we present a portable and modular code review automation system that inspects incoming code changes such as code format and style, performance regression, static analysis, build and deployment tests, and dynamic analysis before merging and changing code. The proposed mechanisms are sufficiently lightweight to be hosted on a regular desktop computer even for numerous developers. The resulting reduced costs allow developers to apply the proposed mechanism to many source code repositories. Experimental results demonstrate that the proposed mechanism drastically reduces overheads and improves usability compared with conventional mechanisms: execution time (6x faster), CPU usage (40\% lower), memory consumption (1/180), and no out-of-memory occurrence.",Proceedings of the 43rd International Conference on Software Engineering: Software Engineering in Practice,1–10,10,"software update, software regression, continuous test, continuous integration, code review automation","Virtual Event, Spain",ICSE-SEIP '21,,,,,,,
acm-20260429,inproceedings,10.1109/ICSE-SEIP52600.2021.00011,"Weir, Charles and Becker, Ingolf and Blair, Lynne",A passion for security: intervening to help software developers,2021,9780738146690,IEEE Press,https://doi.org/10.1109/ICSE-SEIP52600.2021.00011,10.1109/ICSE-SEIP52600.2021.00011,"While the techniques to achieve secure, privacy-preserving software are now well understood, evidence shows that many software development teams do not use them: they lack the 'security maturity' to assess security needs and decide on appropriate tools and processes; and they lack the ability to negotiate with product management for the required resources. This paper describes a measuring approach to assess twelve aspects of this security maturity; its use to assess the impact of a lightweight package of workshops designed to increase security maturity; and a novel approach within that package to support developers in resource negotiation. Based on trials in eight organizations, involving over 80 developers, this paper demonstrates that (1) development teams can notably improve their security maturity even in the absence of security specialists; and (2) suitably guided, developers can find effective ways to promote security to product management. Empowering developers to make their own decisions and promote security in this way offers a powerful grassroots approach to improving the security of software worldwide.",Proceedings of the 43rd International Conference on Software Engineering: Software Engineering in Practice,21–30,10,"design based research, developer centered security, intervention, software developer, software security","Virtual Event, Spain",ICSE-SEIP '21,,,,,,,
acm-20260429,inproceedings,10.1109/ICSE-SEIP52600.2021.00024,"Islam, Mohammad S. and Pourmajidi, William and Zhang, Lei and Steinbacher, John and Erwin, Tony and Miranskyy, Andriy",Anomaly detection in a large-scale cloud platform,2021,9780738146690,IEEE Press,https://doi.org/10.1109/ICSE-SEIP52600.2021.00024,10.1109/ICSE-SEIP52600.2021.00024,"Cloud computing is ubiquitous: more and more companies are moving the workloads into the Cloud. However, this rise in popularity challenges Cloud service providers, as they need to monitor the quality of their ever-growing offerings effectively. To address the challenge, we designed and implemented an automated monitoring system for the IBM Cloud Platform. This monitoring system utilizes deep learning neural networks to detect anomalies in near-real-time in multiple Platform components simultaneously.After running the system for a year, we observed that the proposed solution frees the DevOps team's time and human resources from manually monitoring thousands of Cloud components. Moreover, it increases customer satisfaction by reducing the risk of Cloud outages.In this paper, we share our solutions' architecture, implementation notes, and best practices that emerged while evolving the monitoring system. They can be leveraged by other researchers and practitioners to build anomaly detectors for complex systems.",Proceedings of the 43rd International Conference on Software Engineering: Software Engineering in Practice,150–159,10,,"Virtual Event, Spain",ICSE-SEIP '21,,,,,,,
acm-20260429,inproceedings,10.1109/ICSE-SEIP52600.2021.00029,"Ham, MyungJoo and Moon, Jijoong and Lim, Geunsik and Jung, Jaeyun and Ahn, Hyoungjoo and Song, Wook and Woo, Sangjung and Kapoor, Parichay and Chae, Dongju and Jang, Gichan and Ahn, Yongjoo and Lee, Jihoon",NNStreamer: efficient and Agile† development of on-device AI systems,2021,9780738146690,IEEE Press,https://doi.org/10.1109/ICSE-SEIP52600.2021.00029,10.1109/ICSE-SEIP52600.2021.00029,"We propose NNStreamer, a software system that handles neural networks as filters of stream pipelines, applying the stream processing paradigm to deep neural network applications. A new trend with the wide-spread of deep neural network applications is on-device AI. It is to process neural networks on mobile devices or edge/IoT devices instead of cloud servers. Emerging privacy issues, data transmission costs, and operational costs signify the need for on-device AI, especially if we deploy a massive number of devices. NNStreamer efficiently handles neural networks with complex data stream pipelines on devices, significantly improving the overall performance with minimal effort. Besides, NNStreamer simplifies implementations and allows reusing off-the-shelf media filters directly, which reduces developmental costs significantly. We are already deploying NNStreamer for a wide range of products and platforms, including the Galaxy series and various consumer electronic devices. The experimental results suggest a reduction in developmental costs and enhanced performance of pipeline architectures and NNStreamer. It is an open-source project incubated by Linux Foundation AI \&amp; Data, available to the public and applicable to various hardware and software platforms.",Proceedings of the 43rd International Conference on Software Engineering: Software Engineering in Practice,198–207,10,"neural network, on-device AI, open source software, pipe and filter architecture, stream processing","Virtual Event, Spain",ICSE-SEIP '21,,,,,,,
